Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day
1420,80573,213583.64,Upper-Middle,Transport,Poor,655,No Loan,0,Payment failed multiple times,None,USSD,Abuja,Night
1421,50012,139400.25,Lower-Middle,Groceries,Average,760,No Loan,2671506.61,Charges are confusing and unclear,Technical Issue,Web,Lagos,Afternoon
1422,31827,176905.9,Lower-Middle,Entertainment,Average,670,No Loan,293032.93,Transaction was fast and smooth,Technical Issue,Mobile App,Kaduna,Evening
1423,30443,197249.27,High,Online Shopping,Average,557,No Loan,0,Overall experience is great,Loan Issue,Mobile App,Port Harcourt,Morning
1424,66946,203204.14,Lower-Middle,Groceries,Average,411,Active Loan,1898575.36,Payment failed multiple times,None,Mobile App,Kano,Evening
1425,92065,172684.74,Lower-Middle,Rent,Poor,685,No Loan,2130144.96,I need better support,General Feedback,USSD,Lagos,Afternoon
1426,78454,169748.43,Low,Entertainment,Good,689,No Loan,3262606.4,I need better support,None,Web,Lagos,Evening
1427,62348,74569.2,Upper-Middle,Online Shopping,Average,581,Active Loan,2540221.28,The service is excellent,Technical Issue,Web,Lagos,Afternoon
1428,12380,177160.38,Low,Education,Average,632,Active Loan,1641709.93,Loan process takes too long,General Feedback,Mobile App,Port Harcourt,Night
1429,92737,111296,Lower-Middle,Groceries,Poor,712,No Loan,0,I don't understand my loan deductions,Charges Issue,Web,Port Harcourt,Morning
1430,20067,120547.28,Middle,Education,Poor,649,Active Loan,0,Overall experience is great,Technical Issue,Mobile App,Enugu,Evening
1431,34268,174518.51,Middle,Transport,Average,703,Active Loan,715274.55,I don't understand my loan deductions,Loan Issue,Mobile App,Lagos,Morning
1432,19479,245361.64,Lower-Middle,Online Shopping,Average,679,Default Risk,0,Payment failed multiple times,None,Mobile App,Ibadan,Afternoon
1433,89747,209393.31,Low,Transport,Good,689,No Loan,2741149.49,Customer service is slow to respond,None,Web,Abuja,Evening
1434,28501,145776.76,Middle,Groceries,Good,468,Active Loan,3092315.5,Customer service is slow to respond,General Feedback,USSD,Kano,Morning
1435,77607,138727.54,Lower-Middle,Groceries,Poor,598,No Loan,4941818.04,Loan process takes too long,None,USSD,Kano,Morning
1436,46219,107164.46,Upper-Middle,Health,Poor,773,Default Risk,2097912.54,Charges are confusing and unclear,Loan Issue,POS,Ibadan,Evening
1437,43521,153354.73,Low,Entertainment,Good,588,No Loan,0,Transaction was fast and smooth,None,POS,Abuja,Evening
1438,21031,20000,Lower-Middle,Entertainment,Poor,657,No Loan,2252446.55,The interface is confusing,General Feedback,POS,Kaduna,Morning
1439,82624,142607.5,Upper-Middle,Education,Poor,600,Active Loan,0,The interface is confusing,General Feedback,Web,Lagos,Morning
1440,74787,111358.7,Lower-Middle,Rent,Average,641,No Loan,4646020.52,App keeps crashing during payments,General Feedback,Mobile App,Kano,Afternoon
1441,48028,139940.05,Middle,Groceries,Good,748,No Loan,0,Customer service is slow to respond,Technical Issue,Mobile App,Kaduna,Night
1442,76677,59355.02,Lower-Middle,Transport,Poor,579,Default Risk,0,Loan process takes too long,Technical Issue,Mobile App,Port Harcourt,Night
1443,62039,125116.65,Middle,Rent,Average,517,No Loan,706896.7,App keeps crashing during payments,General Feedback,USSD,Port Harcourt,Morning
1444,31689,239745.09,Lower-Middle,Health,Poor,786,Active Loan,0,Charges are confusing and unclear,None,Mobile App,Lagos,Morning
1445,12209,161455.12,High,Online Shopping,Average,409,Active Loan,0,Transaction was fast and smooth,Technical Issue,Mobile App,Ibadan,Morning
1446,83518,82896.59,Middle,Entertainment,Good,713,Active Loan,0,Very satisfied with the platform,Loan Issue,POS,Lagos,Afternoon
1447,92831,122682.92,Upper-Middle,Education,Good,553,No Loan,0,Payment failed multiple times,General Feedback,Mobile App,Kaduna,Night
1448,50399,157832.93,Lower-Middle,Education,Poor,684,No Loan,2373221.67,I don't understand my loan deductions,Charges Issue,POS,Kaduna,Afternoon
1449,57529,20000,Middle,Health,Average,697,No Loan,0,I don't understand my loan deductions,Loan Issue,POS,Ibadan,Evening
1450,97145,291612.48,Lower-Middle,Education,Average,652,No Loan,4246713.68,Loan process takes too long,None,Mobile App,Enugu,Morning
1451,10158,165555.5,Low,Groceries,Poor,548,Default Risk,0,App keeps crashing during payments,General Feedback,Web,Kano,Afternoon
1452,31133,165415.36,Upper-Middle,Online Shopping,Average,686,No Loan,0,Charges are confusing and unclear,None,POS,Port Harcourt,Night
1453,21870,196847.3,Lower-Middle,Entertainment,Average,659,No Loan,3718023.83,Payment failed multiple times,None,USSD,Kaduna,Night
1454,93159,183700.56,Low,Transport,Average,565,No Loan,0,Transaction was fast and smooth,Technical Issue,Mobile App,Ibadan,Afternoon
1455,62066,236271.23,Low,Utilities,Average,587,No Loan,3476159.99,The interface is confusing,Technical Issue,Web,Lagos,Morning
1456,55939,252052.65,Lower-Middle,Health,Good,593,No Loan,2541738.87,Transaction was fast and smooth,Technical Issue,USSD,Port Harcourt,Night
1457,70814,101038.44,Middle,Entertainment,Good,681,No Loan,1986849.35,I need better support,None,USSD,Kaduna,Night
1458,49163,33510.81,Middle,Online Shopping,Poor,501,Active Loan,0,The interface is confusing,None,Web,Abuja,Morning
1459,38691,48239.18,Low,Savings Deposit,Poor,450,Default Risk,0,Overall experience is great,None,Web,Port Harcourt,Afternoon
1460,27337,282148.38,Middle,Rent,Poor,634,Active Loan,0,Customer service is slow to respond,Charges Issue,USSD,Kano,Morning
1461,61611,85370.23,Middle,Entertainment,Average,593,No Loan,0,I don't understand my loan deductions,General Feedback,Web,Kano,Morning
1462,17781,240306.76,Lower-Middle,Transport,Poor,639,Default Risk,0,The interface is confusing,None,POS,Lagos,Night
1463,45610,86001.77,Lower-Middle,Rent,Poor,679,Active Loan,3864440.13,Transaction was fast and smooth,Technical Issue,USSD,Ibadan,Morning
1464,42767,227813.7,Lower-Middle,Savings Deposit,Good,552,Default Risk,3223436.86,Transaction was fast and smooth,General Feedback,USSD,Kano,Afternoon
1465,48400,227202.71,Middle,Groceries,Average,547,Default Risk,0,Customer service is slow to respond,None,USSD,Lagos,Evening
1466,65179,164020.2,Middle,Education,Average,628,No Loan,0,App keeps crashing during payments,Charges Issue,Mobile App,Kaduna,Morning
1467,36170,111778.39,Low,Utilities,Average,600,No Loan,1182734.86,I don't understand my loan deductions,General Feedback,USSD,Ibadan,Morning
1468,56714,219018.85,Upper-Middle,Groceries,Poor,514,No Loan,0,Customer service is slow to respond,None,Web,Kaduna,Afternoon
1469,60150,116850.7,Middle,Groceries,Average,694,No Loan,4052021.88,App keeps crashing during payments,None,POS,Ibadan,Evening
1470,89322,243710.28,Low,Education,Average,607,Active Loan,1103581.49,Charges are confusing and unclear,None,USSD,Ibadan,Morning
1471,88691,114898.49,Middle,Transport,Average,666,No Loan,0,Transaction was fast and smooth,Technical Issue,POS,Ibadan,Night
1472,17518,233224.34,Low,Online Shopping,Good,448,No Loan,0,Customer service is slow to respond,Charges Issue,USSD,Ibadan,Morning
1473,61095,108455.98,Lower-Middle,Health,Average,613,Active Loan,2412674.59,Charges are confusing and unclear,Technical Issue,Web,Abuja,Night
1474,67823,105470.95,Middle,Education,Poor,563,No Loan,0,App keeps crashing during payments,General Feedback,POS,Ibadan,Night
1475,91814,192262.1,Low,Education,Good,476,Default Risk,0,I need better support,Technical Issue,Mobile App,Lagos,Night
1476,83986,151183.7,Lower-Middle,Savings Deposit,Average,765,No Loan,1127815.13,The service is excellent,Loan Issue,Web,Kaduna,Evening
1477,34719,188480.45,Low,Groceries,Good,647,No Loan,3157264.73,Very satisfied with the platform,None,Web,Abuja,Night
1478,44881,317369.2,Middle,Online Shopping,Poor,644,Active Loan,0,Charges are confusing and unclear,Charges Issue,Web,Abuja,Morning
1479,48948,94696.16,Lower-Middle,Transport,Poor,636,Active Loan,0,Loan process takes too long,Charges Issue,POS,Port Harcourt,Morning
1480,96402,129037.26,Lower-Middle,Rent,Poor,554,No Loan,2463344.55,I don't understand my loan deductions,None,POS,Port Harcourt,Night
1481,84044,158226.84,Upper-Middle,Entertainment,Good,648,No Loan,1585927.63,App keeps crashing during payments,None,USSD,Ibadan,Evening
1482,62092,86870.88,Low,Education,Average,702,No Loan,1800211.68,I don't understand my loan deductions,General Feedback,Mobile App,Kaduna,Night
1483,33179,50769.75,Low,Health,Average,479,No Loan,737837.56,Loan process takes too long,Technical Issue,Web,Abuja,Morning
1484,57451,94812.34,Lower-Middle,Rent,Average,600,No Loan,0,Charges are confusing and unclear,Charges Issue,POS,Enugu,Evening
1485,28904,194399.89,Upper-Middle,Savings Deposit,Average,740,Active Loan,2280200.85,Customer service is slow to respond,General Feedback,POS,Kaduna,Evening
1486,71116,107530.51,Upper-Middle,Education,Good,719,Active Loan,3390012.2,I don't understand my loan deductions,Technical Issue,Web,Enugu,Morning
1487,63972,107991.11,Low,Rent,Good,581,Active Loan,3644629.5,Payment failed multiple times,Technical Issue,Mobile App,Kaduna,Night
1488,32252,179144.27,Low,Health,Good,762,Active Loan,2662866.73,Transaction was fast and smooth,Technical Issue,POS,Abuja,Evening
1489,73125,89479.97,Lower-Middle,Education,Good,625,Default Risk,0,Customer service is slow to respond,None,POS,Abuja,Evening
1490,41243,205090.63,Low,Online Shopping,Good,632,Active Loan,858792.72,The interface is confusing,Technical Issue,Web,Ibadan,Morning
1491,91611,265859.21,Low,Online Shopping,Average,721,Default Risk,2314745.49,I need better support,None,Web,Kaduna,Night
1492,88998,167101.66,Middle,Education,Average,659,Active Loan,1630356.44,Overall experience is great,Charges Issue,POS,Lagos,Night
1493,18955,176763.76,Low,Savings Deposit,Good,608,No Loan,0,The interface is confusing,None,Web,Ibadan,Morning
1494,67577,107368.52,Low,Utilities,Average,671,No Loan,0,Transaction was fast and smooth,Charges Issue,Web,Port Harcourt,Evening
1495,19352,167068.77,Lower-Middle,Rent,Poor,620,No Loan,0,Loan process takes too long,Charges Issue,Mobile App,Lagos,Evening
1496,24337,178952.9,Middle,Health,Good,685,Active Loan,0,I need better support,Technical Issue,USSD,Port Harcourt,Night
1497,36404,73949.16,Low,Savings Deposit,Average,627,No Loan,0,Charges are confusing and unclear,Loan Issue,USSD,Abuja,Afternoon
1498,60506,92487.15,Lower-Middle,Utilities,Poor,787,Active Loan,0,Very satisfied with the platform,Charges Issue,Web,Ibadan,Night
1499,79588,101533.52,Low,Health,Poor,622,No Loan,0,Loan process takes too long,None,Web,Kaduna,Morning
1500,11220,162713.09,Low,Education,Average,652,Default Risk,2459466.59,I don't understand my loan deductions,Charges Issue,Mobile App,Port Harcourt,Night
1501,96177,118391.23,Lower-Middle,Utilities,Average,757,No Loan,2852047.1,Customer service is slow to respond,Technical Issue,POS,Kano,Afternoon
1502,56321,161603.01,High,Online Shopping,Average,644,No Loan,0,Charges are confusing and unclear,Loan Issue,Web,Port Harcourt,Night
1503,66314,120688.44,Lower-Middle,Entertainment,Average,735,No Loan,0,Payment failed multiple times,Technical Issue,Web,Lagos,Afternoon
1504,63343,215845.86,Middle,Online Shopping,Poor,509,Active Loan,2080284.31,I don't understand my loan deductions,General Feedback,Web,Enugu,Morning
1505,95385,139215.39,Lower-Middle,Online Shopping,Good,778,No Loan,4366363.55,The service is excellent,None,Mobile App,Kaduna,Evening
1506,25846,89221.65,Middle,Education,Good,674,No Loan,2248974.24,Charges are confusing and unclear,Loan Issue,Web,Port Harcourt,Afternoon
1507,81756,247850.66,Low,Education,Average,494,No Loan,0,Overall experience is great,General Feedback,USSD,Lagos,Afternoon
1508,85649,274135.55,Lower-Middle,Groceries,Poor,688,No Loan,2003031.38,Transaction was fast and smooth,Charges Issue,Web,Lagos,Evening
1509,69158,196286.52,Lower-Middle,Rent,Good,519,No Loan,962683.85,I need better support,General Feedback,Web,Lagos,Afternoon
1510,15095,177807.86,Low,Rent,Good,639,Active Loan,0,Loan process takes too long,None,USSD,Abuja,Afternoon
1511,80786,148462.16,Lower-Middle,Entertainment,Poor,543,No Loan,0,Customer service is slow to respond,Loan Issue,POS,Lagos,Morning
1512,11876,176683.06,Low,Groceries,Average,595,No Loan,0,App keeps crashing during payments,Charges Issue,USSD,Ibadan,Evening
1513,24537,85685.29,Lower-Middle,Online Shopping,Average,652,No Loan,0,Transaction was fast and smooth,None,POS,Enugu,Evening
1514,69522,80866.8,Upper-Middle,Groceries,Good,586,No Loan,0,App keeps crashing during payments,Charges Issue,POS,Kano,Night
1515,55134,185049.7,Middle,Online Shopping,Poor,617,No Loan,2261722.87,Payment failed multiple times,General Feedback,POS,Enugu,Morning
1516,25422,78792.7,Middle,Rent,Average,802,No Loan,2587035.17,Loan process takes too long,Loan Issue,USSD,Port Harcourt,Evening
1517,95806,259228.6,Middle,Savings Deposit,Average,648,No Loan,853570.53,App keeps crashing during payments,General Feedback,USSD,Ibadan,Night
1518,92356,102898.16,High,Education,Good,779,No Loan,0,The interface is confusing,General Feedback,POS,Kano,Evening
1519,97055,182852.54,Lower-Middle,Rent,Good,434,No Loan,3522945.52,I need better support,None,Web,Abuja,Night
1520,54503,75661.7,Upper-Middle,Utilities,Average,581,No Loan,4693403.66,Very satisfied with the platform,None,Web,Abuja,Evening
1521,91107,148876.51,Upper-Middle,Savings Deposit,Good,844,No Loan,3195164.06,Customer service is slow to respond,General Feedback,POS,Ibadan,Night
1522,21421,175068.76,Middle,Rent,Good,588,No Loan,0,App keeps crashing during payments,General Feedback,Mobile App,Kano,Night
1523,42012,124266.94,Middle,Groceries,Poor,637,Active Loan,0,The interface is confusing,None,USSD,Abuja,Evening
1524,68299,112131.23,Lower-Middle,Utilities,Average,583,No Loan,1700046.29,Loan process takes too long,General Feedback,Mobile App,Kano,Afternoon
1525,19350,133816.99,Low,Savings Deposit,Poor,699,No Loan,0,Payment failed multiple times,General Feedback,USSD,Kaduna,Morning
1526,72903,228325.47,Middle,Utilities,Average,534,Default Risk,2502482.21,Customer service is slow to respond,None,USSD,Ibadan,Morning
1527,72001,210708.54,Lower-Middle,Health,Good,724,Active Loan,0,Very satisfied with the platform,Technical Issue,Web,Lagos,Evening
1528,72947,216368.54,Middle,Rent,Average,683,Active Loan,0,App keeps crashing during payments,Charges Issue,POS,Ibadan,Night
1529,21476,212329.33,Lower-Middle,Transport,Poor,426,No Loan,0,Loan process takes too long,Charges Issue,USSD,Abuja,Night
1530,35629,241187.21,Middle,Education,Poor,577,Active Loan,0,Charges are confusing and unclear,Charges Issue,POS,Kano,Morning
1531,65933,198710.69,Lower-Middle,Online Shopping,Good,635,No Loan,1044727.36,Payment failed multiple times,None,USSD,Kano,Night
1532,68224,20000,Low,Online Shopping,Poor,724,No Loan,3700851.27,Transaction was fast and smooth,None,POS,Port Harcourt,Afternoon
1533,92258,188578.95,Lower-Middle,Savings Deposit,Good,760,Active Loan,0,I don't understand my loan deductions,None,POS,Port Harcourt,Evening
1534,39197,177052.21,Upper-Middle,Online Shopping,Good,568,No Loan,0,I need better support,Charges Issue,Web,Ibadan,Afternoon
1535,73347,136720.4,Low,Transport,Poor,569,Active Loan,1405458.16,The interface is confusing,General Feedback,USSD,Kaduna,Morning
1536,13049,61643.22,Lower-Middle,Groceries,Average,693,No Loan,0,I need better support,Technical Issue,USSD,Enugu,Evening
1537,71753,109157.01,Middle,Online Shopping,Poor,715,Active Loan,3934760.93,The service is excellent,General Feedback,Mobile App,Kano,Night
1538,14638,130007.71,Upper-Middle,Groceries,Poor,657,Active Loan,323189.77,Very satisfied with the platform,None,Mobile App,Port Harcourt,Morning
1539,64918,202494.35,Lower-Middle,Health,Average,669,No Loan,0,I need better support,Technical Issue,USSD,Port Harcourt,Afternoon
1540,17264,193199.48,Low,Transport,Good,810,No Loan,2518630.54,The interface is confusing,General Feedback,POS,Kaduna,Evening
1541,93528,80428.15,Middle,Transport,Good,562,No Loan,0,The service is excellent,Technical Issue,USSD,Enugu,Morning
1542,21585,186575.48,Middle,Groceries,Poor,787,No Loan,1443141.85,I don't understand my loan deductions,Technical Issue,POS,Lagos,Morning
1543,66249,34825.09,Middle,Entertainment,Average,394,No Loan,895532.23,Transaction was fast and smooth,None,USSD,Port Harcourt,Evening
1544,10635,124401.89,Low,Transport,Average,653,No Loan,0,App keeps crashing during payments,Technical Issue,Mobile App,Enugu,Evening
1545,30451,149033.87,Lower-Middle,Utilities,Poor,567,Default Risk,2273279.93,Charges are confusing and unclear,General Feedback,POS,Enugu,Afternoon
1546,52109,194820.59,High,Rent,Average,629,No Loan,2667163.09,App keeps crashing during payments,General Feedback,Mobile App,Kaduna,Morning
1547,56534,134529.49,Low,Entertainment,Average,732,Default Risk,4121319.58,Customer service is slow to respond,Technical Issue,POS,Kano,Afternoon
1548,85844,183697.31,Low,Rent,Average,547,No Loan,2928486.09,Loan process takes too long,General Feedback,USSD,Lagos,Morning
1549,77285,167721.18,Lower-Middle,Savings Deposit,Average,573,No Loan,1324741.39,Customer service is slow to respond,General Feedback,POS,Kano,Morning
